device_cpu_model,device_total_ram,device_storage_type,timestamp,cpu_usage,memory_usage,disk_usage,total_power,temperature,network_usage,grid_intensity,num_processes,screen_brightness,gpu_usage
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:41,2.0,84.5,6.4,5.545299999999999,,148.8,563.3664357911805,269,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:42,11.1,84.5,6.4,18.75304,,148.81,563.3664357911805,269,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:44,38.0,84.7,6.4,57.8015,,148.85,563.3664357911805,269,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:45,5.8,84.7,6.4,11.066419999999997,,148.86,563.3664357911805,269,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:46,5.7,84.9,6.4,10.92708,,148.86,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:48,5.8,85.0,6.4,11.075119999999998,,148.87,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:49,0.0,84.9,6.4,2.6541000000000006,,148.89,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:50,3.7,84.9,6.4,8.024280000000001,,148.9,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:52,20.4,84.9,6.4,32.26266,,148.91,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:53,17.0,84.9,6.4,27.3279,,148.92,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:55,16.3,85.0,6.4,26.314819999999997,,148.92,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:56,23.4,85.0,6.4,36.61975999999999,,148.92,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:57,14.6,84.9,6.4,23.844539999999995,,148.92,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:45:59,14.0,85.0,6.4,22.9766,,148.94,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:00,4.1,85.0,6.4,8.60774,,148.95,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:01,4.3,84.8,6.4,8.892219999999998,,148.96,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:03,0.0,84.8,6.4,2.6512000000000002,,148.98,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:04,1.8,84.8,6.4,5.26372,,148.98,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:05,5.7,84.8,6.4,10.92418,,148.99,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:07,7.1,84.8,6.4,12.956139999999998,,149.0,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:08,8.0,84.8,6.4,14.2624,,149.03,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:09,17.9,84.8,6.4,28.631259999999997,,149.06,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:11,0.0,84.9,6.4,2.6541000000000006,,149.08,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:12,18.0,85.3,6.4,28.790899999999997,,149.09,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:13,9.1,85.3,6.4,15.873439999999999,,149.11,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:15,8.2,85.2,6.4,14.564279999999997,,149.12,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:16,67.2,85.2,6.4,100.19688,,149.12,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:17,26.0,85.7,6.4,40.4137,,149.13,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:19,28.1,85.9,6.4,43.46744,,149.14,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:20,1.9,85.9,6.4,5.44076,,149.16,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:21,7.8,86.1,6.4,14.00982,,149.17,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:23,15.1,83.1,6.4,24.51804,,149.2,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:24,0.0,82.9,6.4,2.5961000000000003,,149.23,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:26,2.0,83.0,6.4,5.501799999999999,,149.23,563.3664357911805,268,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:46:27,14.3,82.8,6.4,23.34822,,149.24,563.3664357911805,268,20,
