device_cpu_model,device_total_ram,device_storage_type,timestamp,cpu_usage,memory_usage,disk_usage,total_power,temperature,network_usage,grid_intensity,num_processes,screen_brightness,gpu_usage
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:07,15.8,89.0,6.4,25.705119999999997,,115.13,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:08,8.9,89.0,6.4,15.69046,,115.13,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:10,9.3,88.3,6.4,16.25072,,115.13,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:11,7.8,88.3,6.4,14.073619999999998,,115.14,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:12,28.6,88.3,6.4,44.26274,,115.14,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:14,4.0,88.4,6.4,8.5612,,115.15,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:15,4.0,88.4,6.4,8.5612,,115.16,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:17,20.0,88.4,6.4,31.7836,,115.19,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:18,4.0,88.4,6.4,8.5612,,115.21,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:19,15.7,88.4,6.4,25.542579999999997,,115.24,574.7789962144296,267,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:21,18.0,89.7,6.4,28.918499999999995,,115.7,574.7789962144296,269,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:22,13.7,90.7,6.4,22.70648,,116.42,574.7789962144296,269,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:24,5.6,91.1,6.4,10.961739999999999,,116.8,574.7789962144296,271,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:25,13.0,91.3,6.4,21.7079,,116.98,574.7789962144296,271,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:27,20.8,91.8,6.4,33.04332,,117.05,574.7789962144296,271,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:28,10.2,91.8,6.4,17.658479999999997,,117.09,574.7789962144296,271,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:29,10.7,91.7,6.4,18.381279999999997,,117.18,574.7789962144296,271,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:31,18.8,91.6,6.4,30.134719999999994,,117.24,574.7789962144296,271,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:32,27.8,91.8,6.4,43.20312,,117.26,574.7789962144296,271,20,
"Intel64 Family 6 Model 140 Stepping 1, GenuineIntel",7.74,HDD,2025-04-02 23:30:34,16.7,91.4,6.4,27.080979999999997,,117.32,574.7789962144296,271,20,
